ModelId	State	LabelName
10.0.0.45-54.165.196.52-843-tcp	5	
10.0.0.45-54.165.218.33-80-tcp	96.	
10.0.0.45-54.165.221.126-80-tcp	96.	
10.0.0.45-54.165.243.57-80-tcp	96.	
10.0.0.45-54.165.44.78-80-tcp	96*W.w.	
10.0.0.45-54.165.84.15-443-tcp	8	
10.0.0.45-54.165.94.187-80-tcp	88.Y,y.H.Y*Y.Y.y.y.	
10.0.0.45-54.165.94.187-843-tcp	55*	
10.0.0.45-54.166.155.65-80-tcp	99*Z.	
10.0.0.45-54.171.12.117-80-tcp	9	
10.0.0.45-54.171.19.192-80-tcp	86.Y0Y*W.Y*W.Y*	
10.0.0.45-54.171.21.248-80-tcp	96.Z0W.Z0000000000000000000000W.	
10.0.0.45-54.171.214.183-443-tcp	96.	
10.0.0.45-54.171.214.183-80-tcp	9	
10.0.0.45-54.171.217.190-80-tcp	99.W.Z*W.W.Z00000000000000000Z*	
10.0.0.45-54.171.223.250-80-tcp	96.	
10.0.0.45-54.171.230.21-443-tcp	96.	
10.0.0.45-54.171.246.198-443-tcp	9	
10.0.0.45-54.171.32.174-80-tcp	96,W.	
10.0.0.45-54.171.34.155-80-tcp	96.Z+z*z*W.	
10.0.0.45-54.171.34.54-443-tcp	99.i.W.	
10.0.0.45-54.171.4.62-80-tcp	96*W.F.	
10.0.0.45-54.171.53.252-80-tcp	85.Y,y,V.Y,z,Y+V.Y,y.y,y,y,y,h,y,H,y,y,h,y.y,W.Z,h,h,y,Y.y,y,H,y,y,y,y.y,y.y,y,v.Y.Y,y,Y*V.Y,Y+Y,y,y,y,Y+V.Y,y,y,H,	
10.0.0.45-54.171.78.194-443-tcp	9	
10.0.0.45-54.171.85.114-80-tcp	96.Z*W.	
10.0.0.45-54.172.149.165-80-tcp	66.W*W.	
10.0.0.45-54.172.17.245-80-tcp	8800000Y.Y.y.H.Y*Y.Y.Y.y.	
10.0.0.45-54.172.17.245-843-tcp	55*	
10.0.0.45-54.172.223.188-80-tcp	88.v.y.y.y.h.Y.y.H.H.y.y.y.y.y.y.Y.y.y.y.y.y.y.Y.y.y.Y.y.y.Y.y.y.Y,Y.H.y.y.I.Y,Y.	
10.0.0.45-54.172.223.188-843-tcp	55,v,	
10.0.0.45-54.172.46.151-80-tcp	96.	
10.0.0.45-54.172.74.149-80-tcp	9	
10.0.0.45-54.172.77.96-80-tcp	96.	
10.0.0.45-54.173.13.55-80-tcp	96.Z*W.	
10.0.0.45-54.173.130.161-80-tcp	86.Y+W.Y+W.Y+W.Y+W.Y+W.Y+h+W.Y+W.Y+W.	
10.0.0.45-54.173.138.15-80-tcp	96.	
10.0.0.45-54.173.153.244-80-tcp	99+	
10.0.0.45-54.173.59.236-80-tcp	99*W.Z+W.	
10.0.0.45-54.173.74.237-80-tcp	66,	
10.0.0.45-54.174.103.140-80-tcp	88.y.y.y.Y,y,Y0Y.Y,	
10.0.0.45-54.174.103.140-843-tcp	5	
10.0.0.45-54.174.137.132-80-tcp	99.i.W.	
10.0.0.45-54.174.162.13-80-tcp	9	
10.0.0.45-54.174.20.2-80-tcp	96.	
10.0.0.45-54.174.208.187-80-tcp	66.I.I.W,F,W.	
10.0.0.45-54.174.212.17-80-tcp	9	
10.0.0.45-54.174.89.155-80-tcp	9	
10.0.0.45-54.174.90.228-80-tcp	88,	
10.0.0.45-54.174.90.228-843-tcp	5	
10.0.0.45-54.175.103.175-80-tcp	66.Z,Z.	
10.0.0.45-54.175.107.147-80-tcp	88,	
10.0.0.45-54.175.107.147-843-tcp	5	
10.0.0.45-54.175.147.188-443-tcp	96.	
10.0.0.45-54.175.148.63-80-tcp	99*W.	
10.0.0.45-54.175.153.131-80-tcp	88.h.y,y,y,y+y+Y.y.Y.Y,Y00	
10.0.0.45-54.175.153.131-843-tcp	5500	
10.0.0.45-54.175.160.1-80-tcp	96.Z*Z.I.Z*Z.I.W.Z+W.	
10.0.0.45-54.175.162.205-80-tcp	99,Z*Z.	
10.0.0.45-54.175.169.82-80-tcp	88.V.Y.h.y,Y.Y,y,H,y,Y.y.Y.Y.h.H.y,y,	
10.0.0.45-54.175.169.82-843-tcp	5	
10.0.0.45-54.175.181.70-80-tcp	96.	
10.0.0.45-54.175.196.92-80-tcp	88,	
10.0.0.45-54.175.196.92-843-tcp	5	
10.0.0.45-54.175.2.31-80-tcp	96.Z00000000000000000000000W.	
10.0.0.45-54.175.242.145-80-tcp	96.	
10.0.0.45-54.175.63.209-80-tcp	96.	
10.0.0.45-54.175.63.211-80-tcp	96.Z*W.Z+	
10.0.0.45-54.175.81.32-80-tcp	99*	
10.0.0.45-54.175.96.146-80-tcp	9	
10.0.0.45-54.183.140.76-80-tcp	96.Z*W.	
10.0.0.45-54.183.199.91-80-tcp	96.Z,W.	
10.0.0.45-54.183.206.57-80-tcp	96.	
10.0.0.45-54.183.249.97-80-tcp	96.	
10.0.0.45-54.183.47.193-80-tcp	96.	
10.0.0.45-54.186.196.94-80-tcp	96.	
10.0.0.45-54.192.0.193-80-tcp	9	
10.0.0.45-54.192.0.252-443-tcp	99*Z,	
10.0.0.45-54.192.1.143-443-tcp	96.	
10.0.0.45-54.192.1.190-443-tcp	96.	
10.0.0.45-54.192.2.112-443-tcp	99.I.I.Z.	
10.0.0.45-54.192.2.132-443-tcp	99,	
10.0.0.45-54.192.2.20-443-tcp	99.Z.I.I.i.Z*W.	
10.0.0.45-54.192.2.230-443-tcp	99*z+Z.z,Z+Z,Z*Z*Z0z00	
10.0.0.45-54.192.2.232-443-tcp	99+	
10.0.0.45-54.192.2.233-443-tcp	9900z0	
10.0.0.45-54.192.2.234-443-tcp	99*	
10.0.0.45-54.192.2.237-443-tcp	99.Z,I,Z.Z.	
10.0.0.45-54.192.2.24-80-tcp	99*W.	
10.0.0.45-54.192.2.41-443-tcp	99,Z00I00z0z*z*z*z*I*z*I*z*z*Z000z000000	
10.0.0.45-54.192.201.222-443-tcp	99000Z.z,	
10.0.0.45-54.192.201.225-443-tcp	9900000000000z00I0	
10.0.0.45-54.192.201.226-443-tcp	99000	
10.0.0.45-54.192.201.227-443-tcp	990000000000z0000Z*	
10.0.0.45-54.192.201.228-443-tcp	99*Z0000000000z000000Z.I.Z*Z,	
10.0.0.45-54.192.201.229-443-tcp	99*Z0000000z00z00000z0	
10.0.0.45-54.192.201.230-443-tcp	99*I*I*z*z*z*z*z*z*Z000000Z*Z00z0	
10.0.0.45-54.192.201.38-80-tcp	96.Z000000W.	
10.0.0.45-54.192.201.49-80-tcp	99,W.z.W.	
10.0.0.45-54.192.202.76-80-tcp	96.	
10.0.0.45-54.192.211.5-80-tcp	96.	
10.0.0.45-54.192.3.124-443-tcp	9900	
10.0.0.45-54.192.3.125-443-tcp	9900z000000Z0i0	
10.0.0.45-54.192.3.126-443-tcp	99000z0z0000	
10.0.0.45-54.192.3.128-443-tcp	99*z000z00000000	
10.0.0.45-54.192.3.129-443-tcp	99*z0i0Z.Z000I00	
10.0.0.45-54.192.3.173-443-tcp	99.z.I.i.I.I.I.Z.Z.I.i.Z*Z.I.z.z.z.Z,i,Z.	
10.0.0.45-54.192.3.184-443-tcp	990	
10.0.0.45-54.192.3.190-443-tcp	9	
10.0.0.45-54.192.3.58-443-tcp	9	
10.0.0.45-54.192.93.218-443-tcp	99*Z00000Z*	
10.0.0.45-54.192.93.219-443-tcp	990z0Z*	
10.0.0.45-54.192.93.220-443-tcp	9	
10.0.0.45-54.192.93.221-443-tcp	990z000Z*Z000Z*z*Z+Z0Z+Z0z*Z+	
10.0.0.45-54.192.93.222-443-tcp	9	
10.0.0.45-54.192.93.223-443-tcp	9	
10.0.0.45-54.192.93.224-443-tcp	99*	
10.0.0.45-54.192.93.225-443-tcp	990000	
10.0.0.45-54.192.94.222-443-tcp	9900Z*	
10.0.0.45-54.192.94.23-80-tcp	9	
10.0.0.45-54.193.25.194-80-tcp	96.Z,	
10.0.0.45-54.193.44.66-80-tcp	96.Z,	
10.0.0.45-54.193.82.10-80-tcp	96.	
10.0.0.45-54.194.136.116-443-tcp	9	
10.0.0.45-54.194.136.116-80-tcp	96.Z,W.Z*W.W+Z.Z0000000000000000000W.Z00000	
10.0.0.45-54.194.136.86-80-tcp	99.W.	
10.0.0.45-54.194.146.180-80-tcp	99.Z*Z.	
10.0.0.45-54.194.165.119-80-tcp	9	
10.0.0.45-54.194.248.222-80-tcp	96.	
10.0.0.45-54.194.251.139-80-tcp	96.	
10.0.0.45-54.194.48.180-443-tcp	99.I.W.Z0000000000000000000000000000000000000000W.Z*W.	
10.0.0.45-54.194.86.10-80-tcp	96.	
10.0.0.45-54.194.98.41-80-tcp	66.F.	
10.0.0.45-54.195.240.229-80-tcp	9	
10.0.0.45-54.195.64.80-80-tcp	96.	
10.0.0.45-54.196.130.79-80-tcp	96.Z0W.W*	
10.0.0.45-54.197.224.15-80-tcp	96.W.	
10.0.0.45-54.197.246.163-80-tcp	9	
10.0.0.45-54.197.250.13-443-tcp	88,	
10.0.0.45-54.200.60.83-80-tcp	66.	
10.0.0.45-54.204.1.116-443-tcp	9	
10.0.0.45-54.204.1.116-80-tcp	96.Z00000000000000W.	
10.0.0.45-54.204.12.158-80-tcp	99.Y,	
10.0.0.45-54.204.21.204-80-tcp	99.Z.Z.Z.w.	
10.0.0.45-54.204.3.97-80-tcp	69*	
10.0.0.45-54.208.114.147-80-tcp	5	
10.0.0.45-54.208.114.147-843-tcp	5	
10.0.0.45-54.208.114.231-80-tcp	88,	
10.0.0.45-54.208.114.231-843-tcp	5	
10.0.0.45-54.208.115.123-80-tcp	88,	
10.0.0.45-54.208.115.123-843-tcp	5	
10.0.0.45-54.208.115.13-80-tcp	88.y.H,Y*Z.	
10.0.0.45-54.208.115.13-843-tcp	55*	
10.0.0.45-54.208.116.56-80-tcp	96.	
10.0.0.45-54.208.116.97-80-tcp	99,W.Z*I*z*	
10.0.0.45-54.208.13.33-80-tcp	88,Y.H.y.H.Y*	
10.0.0.45-54.208.13.33-843-tcp	5	
10.0.0.45-54.208.136.130-80-tcp	88.y.V.Y.y.y.y.y.H.H.y.y.y.y.y.Y,Y.y.H.y.y.H.y.Y.Y.y.y,y.y.Y.Y.Y,y,y.y.Y.Y.Y,y,y.y,Y0	
10.0.0.45-54.208.136.130-843-tcp	5	
10.0.0.45-54.208.224.107-80-tcp	96.	
10.0.0.45-54.208.226.181-80-tcp	96.V0V.e.	
10.0.0.45-54.208.240.54-443-tcp	88*h*	
10.0.0.45-54.208.28.157-80-tcp	88,	
10.0.0.45-54.208.28.157-843-tcp	5	
10.0.0.45-54.208.9.225-80-tcp	88,	
10.0.0.45-54.208.9.225-843-tcp	5	
10.0.0.45-54.208.90.51-80-tcp	96.Z*W.	
10.0.0.45-54.209.115.60-80-tcp	96.	
10.0.0.45-54.209.119.132-80-tcp	96.Z*z+W.Z+	
10.0.0.45-54.209.13.61-80-tcp	99.I.Z.W.	
10.0.0.45-54.209.194.232-80-tcp	96.	
10.0.0.45-54.209.20.207-80-tcp	99.	
10.0.0.45-54.209.44.120-80-tcp	99.z.Z.I.Z.	
10.0.0.45-54.209.50.203-80-tcp	99*W.Z*Z,	
10.0.0.45-54.210.132.115-80-tcp	99.I.	
10.0.0.45-54.210.138.135-80-tcp	9	
10.0.0.45-54.210.188.168-443-tcp	96.	
10.0.0.45-54.210.188.168-80-tcp	96.W0000000000000000W.I.	
10.0.0.45-54.210.218.223-80-tcp	99.Z.w.Z.	
10.0.0.45-54.210.22.106-80-tcp	66.F.	
10.0.0.45-54.210.225.141-80-tcp	96.	
10.0.0.45-54.210.233.202-443-tcp	96.Z00000000000000000000000000000	
10.0.0.45-54.210.233.202-80-tcp	96.Z000000000	
10.0.0.45-54.210.241.228-80-tcp	99.I.I.W.W,z,	
10.0.0.45-54.210.250.147-80-tcp	86.Y,Y*Y.Y,y.h.Y*V.Y*Y.Y.y.y.	
10.0.0.45-54.210.250.147-843-tcp	550	
10.0.0.45-54.210.251.85-443-tcp	96.Z*	
10.0.0.45-54.210.55.255-80-tcp	88,V.Y,Y.Y,Y0000Y.Y.y.y.Y00000000000000Y.Y.y.y.y.y,Y.Y.Y,H,	
10.0.0.45-54.210.55.255-843-tcp	550000v00000000000000	
10.0.0.45-54.210.69.120-80-tcp	96.	
10.0.0.45-54.210.86.90-80-tcp	96.Z.	
10.0.0.45-54.213.167.54-80-tcp	66.F.	
10.0.0.45-54.214.28.159-80-tcp	99.	
10.0.0.45-54.215.198.70-80-tcp	96.	
10.0.0.45-54.215.203.249-80-tcp	96.	
10.0.0.45-54.215.225.254-80-tcp	96.Z,W.	
10.0.0.45-54.217.203.174-80-tcp	99.	
10.0.0.45-54.217.225.66-80-tcp	99*	
10.0.0.45-54.217.228.148-80-tcp	9	
10.0.0.45-54.217.230.235-443-tcp	55.V.v.	
10.0.0.45-54.217.230.235-80-tcp	99.Z.	
10.0.0.45-54.217.244.68-80-tcp	88.H.Y.	
10.0.0.45-54.217.251.126-80-tcp	8	
10.0.0.45-54.221.211.112-80-tcp	85.	
10.0.0.45-54.221.232.226-80-tcp	96.	
10.0.0.45-54.221.241.132-443-tcp	96.Z*W.Z00000000000000000000	
10.0.0.45-54.221.241.132-80-tcp	99.w.Z0000W.Z*W.Z00000000000000W.	
10.0.0.45-54.225.131.235-443-tcp	96.	
10.0.0.45-54.225.146.15-80-tcp	96.	
10.0.0.45-54.225.146.155-443-tcp	99*Z.Z+W.	
10.0.0.45-54.225.146.155-80-tcp	99.W.Z*	
10.0.0.45-54.225.175.125-80-tcp	96.W.	
10.0.0.45-54.225.180.4-443-tcp	96.	
10.0.0.45-54.225.182.155-80-tcp	6	
10.0.0.45-54.225.185.164-80-tcp	99.W.	
10.0.0.45-54.225.192.101-443-tcp	96.	
10.0.0.45-54.225.208.37-80-tcp	96.	
10.0.0.45-54.225.210.122-443-tcp	99.W.	
10.0.0.45-54.225.223.250-443-tcp	96.	
10.0.0.45-54.225.255.135-443-tcp	86.	
10.0.0.45-54.225.80.2-443-tcp	88,y,H,Y.y.	
10.0.0.45-54.225.95.177-80-tcp	96.Z*W.	
10.0.0.45-54.226.232.120-80-tcp	99.Z*W,Z0Z.	
10.0.0.45-54.228.202.149-80-tcp	96.W.	
10.0.0.45-54.228.219.101-80-tcp	9	
10.0.0.45-54.228.220.236-80-tcp	66.F.Z000000000000000000	
10.0.0.45-54.228.230.125-80-tcp	88.Y.V.Z0V.Z*V.	
10.0.0.45-54.228.234.114-443-tcp	99.z.	
10.0.0.45-54.228.235.157-443-tcp	9	
10.0.0.45-54.228.241.36-80-tcp	89*V.W000000000000000000000000000000000000W.w.Y,	
10.0.0.45-54.228.250.137-80-tcp	96.	
10.0.0.45-54.228.255.13-80-tcp	96.	
10.0.0.45-54.228.255.94-80-tcp	9	
10.0.0.45-54.229.197.79-80-tcp	9	
10.0.0.45-54.229.201.202-443-tcp	9	
10.0.0.45-54.229.201.202-80-tcp	99*	
10.0.0.45-54.229.241.196-80-tcp	99.	
10.0.0.45-54.229.86.26-80-tcp	96.Z*Z00000w000000000000W.Z0Z00000000000000000000W.	
10.0.0.45-54.229.95.212-80-tcp	99+z+z*I*z+	
10.0.0.45-54.230.0.110-80-tcp	96.	
10.0.0.45-54.230.0.113-443-tcp	99.I.W.	
10.0.0.45-54.230.0.122-80-tcp	9	
10.0.0.45-54.230.0.126-80-tcp	9	
10.0.0.45-54.230.0.127-80-tcp	99.	
10.0.0.45-54.230.0.133-80-tcp	96*	
10.0.0.45-54.230.0.17-443-tcp	99*Z.z.Z,	
10.0.0.45-54.230.0.27-80-tcp	96.	
10.0.0.45-54.230.0.42-80-tcp	9	
10.0.0.45-54.230.0.45-443-tcp	99.W.	
10.0.0.45-54.230.0.65-80-tcp	9	
10.0.0.45-54.230.181.176-80-tcp	96.	
10.0.0.45-54.230.2.133-80-tcp	96*z*Z00	
10.0.0.45-54.230.200.104-80-tcp	9	
10.0.0.45-54.230.200.47-443-tcp	96.	
10.0.0.45-54.230.201.24-80-tcp	9	
10.0.0.45-54.230.201.37-443-tcp	99*Z*z0	
10.0.0.45-54.230.201.50-443-tcp	99.Y.Z.I.z.Z,Z.Z.Y,	
10.0.0.45-54.230.201.50-80-tcp	96.	
10.0.0.45-54.230.203.126-443-tcp	99.Z.Z.z.	
10.0.0.45-54.230.203.126-80-tcp	96.W,	
10.0.0.45-54.230.203.203-443-tcp	9	
10.0.0.45-54.231.1.193-80-tcp	66.F.	
10.0.0.45-54.231.12.153-443-tcp	8	
10.0.0.45-54.231.128.204-80-tcp	96.	
10.0.0.45-54.231.130.164-443-tcp	96.	
10.0.0.45-54.231.140.122-80-tcp	9	
10.0.0.45-54.231.140.58-443-tcp	86.	
10.0.0.45-54.231.16.113-80-tcp	96.	
10.0.0.45-54.231.16.80-80-tcp	96.	
10.0.0.45-54.231.252.130-80-tcp	96.	
10.0.0.45-54.231.252.142-80-tcp	96.Z,W.Z*W.	
10.0.0.45-54.231.252.150-80-tcp	96.	
10.0.0.45-54.231.252.194-80-tcp	96.	
10.0.0.45-54.231.252.202-80-tcp	96.Z,W.	
10.0.0.45-54.231.252.206-80-tcp	96.Z,W.	
10.0.0.45-54.231.252.210-80-tcp	96.Z,W.	
10.0.0.45-54.231.252.66-80-tcp	96.Z*W.Z,W.	
10.0.0.45-54.231.252.74-80-tcp	96.Z,W.Z*W.Z*W.Z,W.Z*W.	
10.0.0.45-54.231.252.82-80-tcp	96.Z,W.	
10.0.0.45-54.231.8.60-80-tcp	9	
10.0.0.45-54.231.9.113-80-tcp	69.	
10.0.0.45-54.231.9.188-80-tcp	96.	
10.0.0.45-54.231.96.144-80-tcp	85.	
10.0.0.45-54.235.115.69-443-tcp	96.	
10.0.0.45-54.235.115.69-80-tcp	96.	
10.0.0.45-54.235.121.3-443-tcp	96.	
10.0.0.45-54.235.136.66-443-tcp	9900000000000000000000	
10.0.0.45-54.235.136.66-80-tcp	96.Z00000000000000000000W.	
10.0.0.45-54.235.138.11-80-tcp	96.Z*z*W.Z*Z*	
10.0.0.45-54.235.141.149-80-tcp	69.	
10.0.0.45-54.235.167.252-80-tcp	990Z*W.Z*W.	
10.0.0.45-54.235.184.116-443-tcp	9	
10.0.0.45-54.235.184.116-80-tcp	96.Z*W.	
10.0.0.45-54.235.189.175-443-tcp	88.H.Y+	
10.0.0.45-54.235.195.128-443-tcp	9	
10.0.0.45-54.235.195.128-80-tcp	96.Z0W.Z000W.	
10.0.0.45-54.235.197.157-443-tcp	88+Y.Y*Y,	
10.0.0.45-54.235.85.218-80-tcp	96.Z*W.	
10.0.0.45-54.235.92.32-80-tcp	96.W0W.	
10.0.0.45-54.236.121.119-80-tcp	99.z.W.Z*W.	
10.0.0.45-54.236.122.174-80-tcp	9	
10.0.0.45-54.236.123.111-80-tcp	66.Z00000000000000000000000000W.	
10.0.0.45-54.236.139.138-80-tcp	66.F.	
10.0.0.45-54.236.170.169-80-tcp	66,w,	
10.0.0.45-54.236.184.244-80-tcp	96.	
10.0.0.45-54.236.198.214-80-tcp	99.I.Z.W.	
10.0.0.45-54.236.221.30-80-tcp	9	
10.0.0.45-54.236.238.142-80-tcp	66.	
10.0.0.45-54.236.76.156-80-tcp	96.Z+Z*W.Z,Z+Z.I.	
10.0.0.45-54.236.79.163-80-tcp	66.W,	
10.0.0.45-54.236.80.33-80-tcp	66.	
10.0.0.45-54.239.16.235-80-tcp	96.	
10.0.0.45-54.239.168.111-80-tcp	99.Z.	
10.0.0.45-54.239.168.12-80-tcp	96.	
10.0.0.45-54.239.168.126-80-tcp	99.	
10.0.0.45-54.239.168.181-80-tcp	9	
10.0.0.45-54.239.168.230-80-tcp	9	
10.0.0.45-54.239.168.236-80-tcp	96.	
10.0.0.45-54.239.168.37-80-tcp	9	
10.0.0.45-54.239.168.55-80-tcp	9	
10.0.0.45-54.239.168.86-80-tcp	9	
10.0.0.45-54.239.168.95-80-tcp	9	
10.0.0.45-54.239.18.134-80-tcp	99.F.f.Z,W.Z*W.	
10.0.0.45-54.239.18.200-443-tcp	96.	
10.0.0.45-54.239.18.49-443-tcp	99.Z*Z.I.W.Z,W.I.	
10.0.0.45-54.239.18.49-80-tcp	99.Z.Z.Z.W.W*Z.F.W,W.W,W.f.	
10.0.0.45-54.239.22.213-80-tcp	99.Z,Z.W*Z.I.W.	
10.0.0.45-54.240.166.103-80-tcp	9	
10.0.0.45-54.240.166.114-80-tcp	9	
10.0.0.45-54.240.166.118-80-tcp	99.	
10.0.0.45-54.240.166.119-80-tcp	99.I.Z.Z.Z.	
10.0.0.45-54.240.166.120-80-tcp	96.Z+	
10.0.0.45-54.240.166.122-80-tcp	99.Z*Z.I.i.I.i.	
10.0.0.45-54.240.166.129-80-tcp	96.Z+Z,	
10.0.0.45-54.240.166.13-80-tcp	99*Z0	
10.0.0.45-54.240.166.130-80-tcp	99.I.Z.F.W.Z,Z.	
10.0.0.45-54.240.166.134-80-tcp	96.Z0000	
10.0.0.45-54.240.166.142-80-tcp	69.w.	
10.0.0.45-54.240.166.144-443-tcp	9	
10.0.0.45-54.240.166.149-80-tcp	96.	
10.0.0.45-54.240.166.151-80-tcp	9	
10.0.0.45-54.240.166.161-80-tcp	99.W.	
10.0.0.45-54.240.166.170-80-tcp	9	
10.0.0.45-54.240.166.174-443-tcp	9	
10.0.0.45-54.240.166.174-80-tcp	96.	
10.0.0.45-54.240.166.182-443-tcp	99.I.I.I.i.	
10.0.0.45-54.240.166.185-80-tcp	96.	
10.0.0.45-54.240.166.19-80-tcp	99.	
10.0.0.45-54.240.166.194-80-tcp	99,Z.	
10.0.0.45-54.240.166.198-80-tcp	96.	
10.0.0.45-54.240.166.205-80-tcp	9	
10.0.0.45-54.240.166.215-80-tcp	9	
10.0.0.45-54.240.166.225-80-tcp	9	
10.0.0.45-54.240.166.233-80-tcp	99.z.	
10.0.0.45-54.240.166.244-80-tcp	98.W.	
10.0.0.45-54.240.166.252-443-tcp	96.Z*Z.I.W.	
10.0.0.45-54.240.166.252-80-tcp	66.F.	
10.0.0.45-54.240.166.26-80-tcp	9	
10.0.0.45-54.240.166.38-443-tcp	99.I.i.I.	
10.0.0.45-54.240.166.42-80-tcp	96.	
10.0.0.45-54.240.166.46-80-tcp	96.I.I.F.I.	
10.0.0.45-54.240.166.59-80-tcp	9	
10.0.0.45-54.240.166.62-80-tcp	99.i.I.I.i.	
10.0.0.45-54.240.166.75-80-tcp	99.Z+Z*z*Z.	
10.0.0.45-54.240.166.76-80-tcp	99+	
10.0.0.45-54.240.166.78-80-tcp	99.	
10.0.0.45-54.240.166.83-80-tcp	9	
10.0.0.45-54.240.166.86-80-tcp	96.Z,Z.i.W.W.	
10.0.0.45-54.240.166.87-80-tcp	9	
10.0.0.45-54.240.166.88-80-tcp	99.I.I.W.	
10.0.0.45-54.240.166.89-80-tcp	99.	
10.0.0.45-54.240.166.9-80-tcp	99.i.i.I.I.Z000000Z.I.I.W.	
10.0.0.45-54.240.166.94-80-tcp	99.Z.z.I.z.	
10.0.0.45-54.240.166.96-443-tcp	9	
10.0.0.45-54.241.253.37-80-tcp	96.	
10.0.0.45-54.243.109.113-443-tcp	8	
10.0.0.45-54.243.126.97-443-tcp	96.	
10.0.0.45-54.243.126.97-80-tcp	96.Z00W.Z0W.Z*W.	
10.0.0.45-54.243.156.79-443-tcp	990000000000000000000	
10.0.0.45-54.243.156.79-80-tcp	96.Z000W.Z*W.Z*W.Z000000000000000W.	
10.0.0.45-54.243.160.105-443-tcp	88.	
10.0.0.45-54.243.168.66-443-tcp	96.Z00000000000000000000W.	
10.0.0.45-54.243.168.66-80-tcp	96.	
10.0.0.45-54.243.169.37-80-tcp	69.	
10.0.0.45-54.243.170.4-443-tcp	88.	
10.0.0.45-54.243.177.187-443-tcp	88+Y,	
10.0.0.45-54.243.181.80-80-tcp	96.W.Z,Z.	
10.0.0.45-54.243.197.71-80-tcp	99*W.	
10.0.0.45-54.243.222.34-443-tcp	8800000000	
10.0.0.45-54.243.250.239-80-tcp	96.	
10.0.0.45-54.243.252.165-443-tcp	88.y.Z,Z*z*Z0000z000z000000	
10.0.0.45-54.243.47.239-80-tcp	96.W.Z0W.	
10.0.0.45-54.243.65.90-443-tcp	9900000000000000000000	
10.0.0.45-54.243.65.90-80-tcp	96.Z00000000000000000000W.	
10.0.0.45-54.243.67.173-80-tcp	96.Z*W.Z*W.	
10.0.0.45-54.243.69.241-443-tcp	9900000000000000000000W.	
10.0.0.45-54.243.69.241-80-tcp	9900000W.Z00000000000000W.	
10.0.0.45-54.243.70.64-80-tcp	96.	
10.0.0.45-54.243.80.230-80-tcp	96.	
10.0.0.45-54.243.83.18-80-tcp	85.	
10.0.0.45-54.243.91.145-80-tcp	96.Y00	
10.0.0.45-54.243.92.169-80-tcp	69.Z0000000000000000000W.	
10.0.0.45-54.243.97.143-443-tcp	88*Z.Z.Z00000z00z00000	
10.0.0.45-54.244.243.11-80-tcp	96.	
10.0.0.45-54.244.36.20-80-tcp	66.W.W,W.Z0000000000000000000000000000000000W.	
10.0.0.45-54.246.117.164-80-tcp	96.	
10.0.0.45-54.246.135.20-80-tcp	96.	
10.0.0.45-54.246.154.121-80-tcp	96.Z*W.	
10.0.0.45-54.246.158.198-80-tcp	96.	
10.0.0.45-54.246.196.221-80-tcp	9	
10.0.0.45-54.246.234.243-80-tcp	86.Y*W.Y*W.Y*W.Y*W.Y*W.Y*W.	
10.0.0.45-54.247.183.245-80-tcp	96.w.	
10.0.0.45-54.247.184.232-80-tcp	99*W.	
10.0.0.45-54.247.75.216-80-tcp	95.	
10.0.0.45-54.247.93.200-443-tcp	99.Z.	
10.0.0.45-54.247.94.147-80-tcp	96.	
10.0.0.45-54.251.251.71-80-tcp	96.	
10.0.0.45-54.67.24.224-80-tcp	9	
10.0.0.45-54.68.211.117-80-tcp	96.	
10.0.0.45-54.72.110.84-80-tcp	9	
10.0.0.45-54.72.157.172-80-tcp	9	
10.0.0.45-54.72.180.68-80-tcp	96.	
10.0.0.45-54.72.19.177-80-tcp	9	
10.0.0.45-54.72.202.235-443-tcp	99.I.Z,Z000000000000000000000000000000000Z.	
10.0.0.45-54.72.204.78-80-tcp	89,y,y,y,Y,y.y,H,H,Y+Y,z.y,y,y,Y+W.Y+Y,y,y.H.y,y.H.y.y,H,y.Y+Y.Y,y,H,H,y+y,H,y+W.Y,z,y+W.Y,y,y,y,w,Z.V,Y.	
10.0.0.45-54.72.252.88-80-tcp	99.	
10.0.0.45-54.72.254.106-80-tcp	88,Y.Y.y.Y,y,Y.Y.Y.H.Y,Y.y.Y.Y.H.H.h.	
10.0.0.45-54.72.254.108-80-tcp	86.	
10.0.0.45-54.72.254.110-80-tcp	86.	
10.0.0.45-54.72.254.169-80-tcp	86.	
10.0.0.45-54.72.254.171-80-tcp	88.Y.	
10.0.0.45-54.72.254.236-80-tcp	86+W.	
10.0.0.45-54.72.28.210-80-tcp	96.	
10.0.0.45-54.72.29.7-443-tcp	96.	
10.0.0.45-54.72.42.191-80-tcp	96.W0W.F.Z*W,W.F.	
10.0.0.45-54.72.67.41-80-tcp	8	
10.0.0.45-54.72.80.160-80-tcp	9	
10.0.0.45-54.72.92.151-443-tcp	99.z.	
10.0.0.45-54.74.59.96-80-tcp	96.	
10.0.0.45-54.75.235.182-80-tcp	9	
10.0.0.45-54.75.242.90-80-tcp	8	
10.0.0.45-54.75.247.43-80-tcp	96.	
10.0.0.45-54.75.248.203-80-tcp	85.	
10.0.0.45-54.76.110.15-443-tcp	99.I.W.	
10.0.0.45-54.76.114.37-443-tcp	99.I.Z000000Z,	
10.0.0.45-54.76.135.107-80-tcp	96.	
10.0.0.45-54.76.209.159-80-tcp	55.v.	
